ticket_id,customer_id,ticket_date,ticket_type,resolution_time_hours,csat_score,escalated
TKT704867,C104077,2025-03-14,Account Access,12.5,2,0
TKT704868,C104077,2026-02-09,Product Defect,41.1,2,0
TKT704869,C104077,2025-01-27,Refund Request,15.4,2,0
TKT704870,C104079,2024-02-19,Return Request,7.5,1,0
TKT704871,C104083,2023-02-22,General Inquiry,6.7,1,0
TKT704872,C104085,2025-11-20,Account Access,9.5,3,0
TKT704873,C104085,2024-06-20,General Inquiry,4.0,4,0
TKT704874,C104086,2026-04-19,Product Defect,3.9,4,0
TKT704875,C104086,2026-03-14,Refund Request,14.8,3,1
TKT704876,C104086,2026-07-22,Technical Support,26.8,3,0
TKT704877,C104087,2025-10-02,Billing Issue,2.0,4,0
TKT704878,C104088,2023-05-17,General Inquiry,26.7,1,0
TKT704879,C104088,2025-06-24,Technical Support,6.9,1,0
TKT704880,C104089,2025-09-09,Product Defect,8.6,4,0
TKT704881,C104090,2026-07-21,Return Request,4.0,2,0
TKT704882,C104091,2026-07-20,Return Request,8.4,3,0
TKT704883,C104091,2026-05-03,Refund Request,10.1,3,1
TKT704884,C104092,2022-02-13,Return Request,44.6,1,0
TKT704885,C104092,2021-12-14,Technical Support,9.3,3,1
TKT704886,C104092,2025-10-16,Product Defect,46.1,1,0
TKT704887,C104094,2025-02-13,Delivery Delay,4.7,1,0
TKT704888,C104094,2026-01-08,Return Request,3.7,2,0
TKT704889,C104097,2026-05-16,Delivery Delay,31.0,2,0
TKT704890,C104097,2025-03-26,Billing Issue,33.7,2,0
TKT704891,C104099,2025-11-05,General Inquiry,20.3,1,0
TKT704892,C104099,2025-08-08,General Inquiry,20.2,1,0
TKT704893,C104100,2023-12-21,Product Defect,13.9,4,0
TKT704894,C104101,2026-05-26,Product Defect,5.5,5,0
TKT704895,C104102,2025-09-13,Account Access,8.2,1,0
TKT704896,C104105,2025-06-15,Return Request,8.2,1,0
TKT704897,C104106,2023-12-07,Billing Issue,13.8,1,1
TKT704898,C104106,2024-03-26,Return Request,16.6,2,1
TKT704899,C104106,2024-10-07,Product Defect,22.4,1,0
TKT704900,C104106,2025-03-02,Billing Issue,15.0,1,0
TKT704901,C104107,2026-02-08,Return Request,26.9,3,0
TKT704902,C104107,2026-07-06,Delivery Delay,2.6,3,0
TKT704903,C104108,2025-09-14,Refund Request,9.0,1,0
TKT704904,C104109,2024-03-07,Refund Request,28.2,1,0
TKT704905,C104109,2026-01-25,Return Request,13.8,1,0
TKT704906,C104109,2024-02-02,Delivery Delay,23.1,1,0
TKT704907,C104110,2026-03-04,Delivery Delay,5.9,1,0
TKT704908,C104110,2026-04-22,Product Defect,6.4,2,0
TKT704909,C104110,2024-09-27,Billing Issue,1.4,1,0
TKT704910,C104111,2025-09-10,Delivery Delay,5.5,1,1
TKT704911,C104111,2024-08-02,Return Request,29.0,4,1
TKT704912,C104111,2025-05-25,Delivery Delay,24.8,5,0
TKT704913,C104112,2026-01-09,Product Defect,1.4,3,0
TKT704914,C104112,2026-04-22,Delivery Delay,4.0,2,0
TKT704915,C104112,2026-04-04,Delivery Delay,27.0,3,0
TKT704916,C104113,2025-07-24,Technical Support,19.3,1,0
TKT704917,C104113,2025-06-07,Product Defect,23.6,1,0
TKT704918,C104115,2024-12-24,Return Request,3.8,3,0
TKT704919,C104117,2026-07-29,Billing Issue,25.2,1,0
TKT704920,C104117,2026-08-07,Billing Issue,18.5,1,0
TKT704921,C104117,2026-08-01,Refund Request,30.9,1,1
TKT704922,C104117,2026-07-31,General Inquiry,20.1,1,0
TKT704923,C104118,2026-07-29,Delivery Delay,26.3,3,0
TKT704924,C104119,2026-05-22,General Inquiry,24.4,4,0
TKT704925,C104121,2024-04-03,Refund Request,22.7,1,0
TKT704926,C104121,2026-01-25,Return Request,7.7,1,0
TKT704927,C104121,2024-07-14,Refund Request,37.1,2,0
TKT704928,C104122,2024-05-16,Product Defect,55.6,2,0
TKT704929,C104122,2025-05-11,Account Access,3.6,2,0
TKT704930,C104122,2026-05-02,General Inquiry,11.2,1,0
TKT704931,C104123,2025-12-09,Return Request,37.0,2,1
TKT704932,C104123,2026-03-19,General Inquiry,3.1,1,1
TKT704933,C104125,2025-10-30,Technical Support,11.2,4,0
TKT704934,C104126,2026-05-22,Account Access,32.0,1,0
TKT704935,C104126,2024-11-12,Product Defect,11.1,3,0
TKT704936,C104128,2026-05-19,Refund Request,18.4,3,0
TKT704937,C104131,2026-05-29,Product Defect,23.2,3,0
TKT704938,C104131,2026-06-03,General Inquiry,23.6,1,0
TKT704939,C104132,2022-09-06,Product Defect,15.2,2,0
TKT704940,C104132,2022-11-20,General Inquiry,12.8,3,1
TKT704941,C104133,2023-11-18,Refund Request,40.8,1,0
TKT704942,C104134,2026-03-12,Product Defect,22.9,3,1
TKT704943,C104135,2025-02-03,Refund Request,33.8,1,0
TKT704944,C104135,2025-03-08,Refund Request,18.1,2,1
TKT704945,C104135,2025-03-17,Technical Support,11.4,2,0
TKT704946,C104136,2024-12-09,Refund Request,17.1,3,0
TKT704947,C104137,2025-01-01,Billing Issue,22.8,1,0
TKT704948,C104137,2026-07-27,Account Access,24.6,3,0
TKT704949,C104138,2026-04-19,Account Access,12.7,2,0
TKT704950,C104138,2025-09-09,Technical Support,3.0,3,0
TKT704951,C104138,2023-12-18,Technical Support,1.3,5,0
TKT704952,C104139,2025-01-21,Product Defect,6.5,1,0
TKT704953,C104139,2024-06-11,Product Defect,17.0,2,0
TKT704954,C104139,2026-02-23,Product Defect,10.5,1,1
TKT704955,C104140,2026-06-16,Return Request,3.9,1,0
TKT704956,C104140,2023-07-17,Product Defect,18.9,2,0
TKT704957,C104142,2025-09-23,Technical Support,9.4,5,0
TKT704958,C104144,2024-05-24,Account Access,13.2,1,0
TKT704959,C104144,2025-03-05,Product Defect,24.2,1,0
TKT704960,C104145,2025-10-19,Billing Issue,23.7,3,0
TKT704961,C104145,2025-07-04,Product Defect,17.8,2,0
TKT704962,C104147,2025-04-22,Product Defect,29.4,4,0
TKT704963,C104148,2026-06-01,Return Request,4.0,4,0
TKT704964,C104149,2023-08-30,Billing Issue,11.1,4,0
TKT704965,C104149,2024-12-12,Billing Issue,13.3,2,0
TKT704966,C104149,2025-07-21,Refund Request,20.4,4,0
TKT704967,C104150,2021-10-17,Delivery Delay,11.9,4,0
TKT704968,C104151,2026-01-23,Return Request,3.0,2,0
TKT704969,C104153,2026-05-21,Return Request,8.1,3,0
TKT704970,C104154,2022-09-27,Billing Issue,10.3,3,0
TKT704971,C104155,2023-08-05,Billing Issue,20.4,1,0
TKT704972,C104156,2025-04-18,Refund Request,10.7,1,1
TKT704973,C104156,2026-07-09,Return Request,24.6,2,0
TKT704974,C104156,2026-05-10,Product Defect,14.2,3,0
TKT704975,C104158,2025-12-03,Return Request,3.0,5,0
TKT704976,C104160,2026-07-31,Billing Issue,6.5,1,0
TKT704977,C104160,2026-07-24,Delivery Delay,19.7,1,0
TKT704978,C104160,2026-07-22,Return Request,20.6,1,0
TKT704979,C104161,2026-05-21,Return Request,10.3,3,0
TKT704980,C104161,2026-04-16,Delivery Delay,10.9,4,0
TKT704981,C104162,2026-02-25,General Inquiry,7.1,4,0
TKT704982,C104163,2026-05-20,Delivery Delay,18.8,3,0
TKT704983,C104164,2025-01-31,Product Defect,5.2,2,0
TKT704984,C104167,2024-09-04,Account Access,8.3,1,0
TKT704985,C104168,2026-01-15,General Inquiry,2.6,2,1
TKT704986,C104168,2026-02-04,Technical Support,30.8,1,1
TKT704987,C104170,2026-07-15,Account Access,3.0,1,0
TKT704988,C104170,2026-03-27,Delivery Delay,33.2,1,1
TKT704989,C104170,2025-04-04,Product Defect,0.4,3,0
TKT704990,C104170,2024-11-22,Technical Support,22.9,1,0
TKT704991,C104170,2024-02-11,Technical Support,10.7,3,0
TKT704992,C104172,2026-07-31,Product Defect,4.5,1,0
TKT704993,C104172,2026-05-27,Account Access,11.0,2,0
TKT704994,C104173,2024-09-06,Account Access,7.0,1,0
TKT704995,C104176,2024-06-21,Product Defect,6.7,4,0
TKT704996,C104177,2024-03-21,Technical Support,27.5,1,0
TKT704997,C104177,2025-03-20,General Inquiry,7.4,1,0
TKT704998,C104179,2025-10-08,Account Access,10.5,3,0
TKT704999,C104180,2024-08-14,Billing Issue,6.6,1,0
TKT705000,C104181,2026-03-30,Account Access,4.1,4,0
TKT705001,C104181,2026-07-30,Technical Support,9.1,2,0
TKT705002,C104182,2026-04-21,Account Access,6.5,4,0
TKT705003,C104183,2025-10-03,Technical Support,12.4,1,0
TKT705004,C104184,2026-08-02,Refund Request,22.7,3,0
TKT705005,C104184,2026-06-10,Technical Support,5.5,3,0
TKT705006,C104185,2025-09-21,Product Defect,20.7,3,0
TKT705007,C104186,2022-03-12,Billing Issue,12.5,4,0
TKT705008,C104186,2025-01-14,Product Defect,12.5,2,0
TKT705009,C104187,2026-04-03,General Inquiry,5.1,1,0
TKT705010,C104187,2026-06-07,Return Request,21.4,2,0
TKT705011,C104187,2025-10-24,Billing Issue,4.8,1,0
TKT705012,C104189,2025-02-15,Return Request,8.9,2,0
TKT705013,C104189,2023-09-16,Refund Request,8.4,1,0
TKT705014,C104190,2026-08-11,General Inquiry,14.3,1,0
TKT705015,C104190,2026-07-30,General Inquiry,3.8,2,0
TKT705016,C104192,2026-05-09,Billing Issue,24.9,2,0
TKT705017,C104192,2026-06-28,Product Defect,25.9,4,0
TKT705018,C104193,2025-06-30,Return Request,12.3,2,1
TKT705019,C104193,2023-10-15,Technical Support,15.7,4,0
TKT705020,C104195,2024-02-11,Refund Request,42.2,2,0
TKT705021,C104196,2026-01-30,Account Access,50.1,1,0
TKT705022,C104196,2026-07-09,Return Request,8.7,1,1
TKT705023,C104198,2025-03-06,General Inquiry,18.1,1,0
TKT705024,C104198,2022-09-25,Return Request,24.2,3,0
TKT705025,C104198,2022-07-21,Delivery Delay,3.3,1,0
TKT705026,C104198,2023-04-01,Product Defect,7.5,2,0
TKT705027,C104199,2026-03-16,General Inquiry,27.6,1,0
TKT705028,C104199,2025-09-22,Product Defect,38.2,1,0
TKT705029,C104199,2025-01-22,General Inquiry,19.2,1,0
TKT705030,C104202,2026-06-02,Return Request,26.5,1,1
TKT705031,C104202,2025-12-28,Delivery Delay,5.1,1,0
TKT705032,C104202,2026-08-01,Return Request,37.3,1,0
TKT705033,C104204,2025-05-18,Technical Support,4.8,5,0
TKT705034,C104205,2024-03-12,Product Defect,14.7,1,0
TKT705035,C104205,2024-04-24,Product Defect,9.3,2,1
TKT705036,C104205,2026-01-02,General Inquiry,32.2,1,0
TKT705037,C104205,2024-01-12,General Inquiry,26.1,2,0
TKT705038,C104205,2023-01-20,General Inquiry,17.4,1,0
TKT705039,C104207,2023-04-27,Delivery Delay,10.0,2,1
TKT705040,C104208,2026-07-09,Delivery Delay,5.3,2,0
TKT705041,C104209,2024-01-27,Return Request,31.0,1,0
TKT705042,C104209,2025-08-13,Delivery Delay,10.2,1,0
TKT705043,C104211,2026-07-01,Account Access,17.2,1,1
TKT705044,C104211,2026-08-01,Billing Issue,30.6,1,0
TKT705045,C104213,2025-06-08,Product Defect,4.8,2,0
TKT705046,C104216,2021-12-19,Technical Support,17.6,4,0
TKT705047,C104216,2026-05-28,Return Request,1.1,3,0
TKT705048,C104218,2025-12-30,Account Access,16.6,2,0
TKT705049,C104219,2026-06-23,Account Access,43.1,2,0
TKT705050,C104219,2024-08-04,Delivery Delay,39.5,2,0
TKT705051,C104220,2026-07-21,General Inquiry,8.8,2,0
TKT705052,C104220,2025-12-10,Billing Issue,8.6,3,0
TKT705053,C104220,2026-06-28,General Inquiry,29.7,3,0
TKT705054,C104220,2026-04-01,Billing Issue,9.3,4,0
TKT705055,C104222,2026-06-13,Billing Issue,6.9,1,0
TKT705056,C104222,2023-12-13,Account Access,21.8,4,0
TKT705057,C104222,2024-07-10,Return Request,3.6,2,1
TKT705058,C104223,2025-06-08,Account Access,36.9,4,0
TKT705059,C104223,2026-06-04,General Inquiry,16.7,2,0
TKT705060,C104224,2026-04-28,Delivery Delay,30.2,3,0
TKT705061,C104224,2026-02-12,Technical Support,9.6,4,0
TKT705062,C104227,2026-06-13,Billing Issue,6.0,3,0
TKT705063,C104228,2024-05-26,Refund Request,2.6,3,0
TKT705064,C104233,2024-12-10,Refund Request,22.4,3,0
TKT705065,C104234,2023-10-07,Refund Request,41.9,1,0
TKT705066,C104234,2022-02-02,Refund Request,11.5,1,0
TKT705067,C104235,2026-05-09,Refund Request,10.6,2,0
TKT705068,C104235,2026-07-20,Return Request,27.4,4,0
TKT705069,C104235,2026-05-30,Delivery Delay,34.4,3,0
TKT705070,C104235,2026-03-14,General Inquiry,7.6,2,0
TKT705071,C104238,2026-07-07,Technical Support,3.2,1,0
TKT705072,C104238,2024-08-26,Return Request,30.0,1,0
TKT705073,C104240,2022-12-18,Return Request,4.7,5,0
TKT705074,C104240,2022-08-20,Account Access,17.8,3,0
TKT705075,C104241,2024-09-22,Technical Support,3.1,2,0
TKT705076,C104241,2025-12-25,Technical Support,24.2,1,0
TKT705077,C104241,2024-11-28,Delivery Delay,16.1,1,0
TKT705078,C104242,2025-08-02,Technical Support,40.8,2,0
TKT705079,C104243,2026-08-04,Account Access,19.0,4,0
TKT705080,C104244,2026-05-25,Account Access,21.4,1,0
TKT705081,C104244,2025-01-16,Delivery Delay,7.0,1,1
TKT705082,C104244,2024-04-02,Technical Support,24.3,2,0
TKT705083,C104244,2025-12-09,Return Request,60.5,1,0
TKT705084,C104245,2023-06-25,Technical Support,24.8,1,0
TKT705085,C104245,2026-03-16,Delivery Delay,20.3,1,0
TKT705086,C104245,2023-10-17,Product Defect,31.3,1,0
TKT705087,C104245,2026-06-29,General Inquiry,23.0,1,0
TKT705088,C104246,2023-04-17,Delivery Delay,18.5,2,1
TKT705089,C104247,2024-05-19,Refund Request,17.7,1,0
TKT705090,C104247,2026-03-31,General Inquiry,19.8,2,0
TKT705091,C104247,2024-08-12,Return Request,4.1,2,0
TKT705092,C104250,2025-07-07,Billing Issue,22.5,1,0
TKT705093,C104252,2023-04-30,Refund Request,9.9,4,0
TKT705094,C104253,2026-03-14,Delivery Delay,7.0,3,0
TKT705095,C104254,2022-07-10,Return Request,10.5,4,0
TKT705096,C104254,2023-07-20,Product Defect,9.2,3,0
TKT705097,C104255,2026-06-22,Refund Request,3.1,3,0
TKT705098,C104258,2026-03-29,Product Defect,36.0,1,1
TKT705099,C104258,2026-06-07,Delivery Delay,14.9,1,0
TKT705100,C104258,2024-12-30,Refund Request,5.7,1,0
TKT705101,C104260,2024-09-24,Billing Issue,33.4,4,0
TKT705102,C104263,2025-03-13,Product Defect,6.5,4,0
TKT705103,C104264,2024-08-08,General Inquiry,9.3,1,0
TKT705104,C104265,2026-05-21,Refund Request,28.1,4,0
TKT705105,C104266,2022-03-15,Product Defect,16.5,3,0
TKT705106,C104266,2024-08-15,Technical Support,6.9,1,0
TKT705107,C104266,2024-11-21,Delivery Delay,8.1,1,0
TKT705108,C104268,2023-10-14,Technical Support,8.2,3,0
TKT705109,C104268,2024-11-13,Product Defect,5.2,3,0
TKT705110,C104270,2025-05-07,Account Access,6.4,4,0
TKT705111,C104271,2023-04-10,Account Access,8.6,2,0
TKT705112,C104271,2024-07-09,Return Request,16.1,3,0
TKT705113,C104275,2026-06-07,Product Defect,3.5,4,0
TKT705114,C104275,2025-10-12,Return Request,5.8,2,0
TKT705115,C104278,2026-06-13,General Inquiry,7.8,4,0
TKT705116,C104280,2025-06-27,Delivery Delay,45.2,1,0
TKT705117,C104280,2026-07-30,Delivery Delay,23.5,1,1
TKT705118,C104280,2026-06-29,Product Defect,33.7,1,0
TKT705119,C104280,2025-08-27,Refund Request,7.0,1,0
TKT705120,C104280,2026-01-25,General Inquiry,5.9,1,1
TKT705121,C104282,2025-02-21,Technical Support,38.8,5,0
TKT705122,C104283,2026-07-26,Technical Support,22.1,2,0
TKT705123,C104283,2026-04-01,Refund Request,10.9,1,1
TKT705124,C104286,2023-11-11,Technical Support,23.2,1,0
TKT705125,C104286,2023-01-02,Technical Support,19.2,4,0
TKT705126,C104287,2024-07-10,Product Defect,29.1,1,0
TKT705127,C104287,2024-12-12,Return Request,26.4,2,0
TKT705128,C104288,2024-08-30,Refund Request,19.2,2,0
TKT705129,C104288,2026-07-31,Return Request,7.0,3,0
TKT705130,C104290,2024-07-14,Billing Issue,70.4,1,0
TKT705131,C104290,2024-04-09,Delivery Delay,34.9,2,0
TKT705132,C104290,2022-12-27,Billing Issue,2.1,1,0
TKT705133,C104291,2025-06-21,Product Defect,3.4,4,0
TKT705134,C104291,2025-10-05,Return Request,7.6,3,0
TKT705135,C104291,2025-08-03,Refund Request,18.2,3,0
TKT705136,C104292,2025-10-24,Account Access,21.7,3,1
TKT705137,C104292,2026-07-19,Delivery Delay,3.7,4,0
TKT705138,C104292,2024-11-25,Account Access,1.6,2,0
TKT705139,C104294,2024-11-05,Product Defect,3.8,2,0
TKT705140,C104295,2022-05-03,Delivery Delay,11.4,1,0
TKT705141,C104298,2022-10-24,Product Defect,30.4,1,1
TKT705142,C104298,2025-06-05,Account Access,1.3,3,0
TKT705143,C104298,2021-12-25,Return Request,3.0,3,1
TKT705144,C104298,2025-11-15,Account Access,9.9,1,0
TKT705145,C104298,2023-07-15,Account Access,41.0,3,0
TKT705146,C104300,2024-10-17,Return Request,4.3,1,0
TKT705147,C104303,2026-01-05,Account Access,7.7,4,0
TKT705148,C104306,2026-04-02,Product Defect,36.5,1,0
TKT705149,C104306,2026-06-23,Return Request,10.0,1,1
TKT705150,C104306,2026-05-14,Return Request,31.2,1,0
TKT705151,C104307,2025-04-30,Delivery Delay,3.4,4,0
TKT705152,C104307,2026-02-03,Delivery Delay,4.5,3,0
TKT705153,C104308,2026-01-01,Product Defect,8.3,3,1
TKT705154,C104309,2025-04-01,Billing Issue,11.2,2,0
TKT705155,C104309,2021-12-16,Product Defect,5.3,3,0
TKT705156,C104310,2024-01-04,Refund Request,15.7,3,0
TKT705157,C104311,2026-07-13,Product Defect,14.6,1,0
TKT705158,C104311,2026-06-27,Technical Support,9.7,1,0
TKT705159,C104311,2025-04-11,General Inquiry,8.5,1,1
TKT705160,C104313,2024-07-10,Refund Request,3.9,3,0
TKT705161,C104314,2024-05-23,Billing Issue,53.8,2,0
TKT705162,C104314,2025-03-23,Return Request,4.3,2,0
TKT705163,C104316,2025-08-04,Return Request,4.1,3,0
TKT705164,C104317,2025-07-18,Refund Request,4.7,2,0
TKT705165,C104317,2025-11-06,Product Defect,48.0,1,0
TKT705166,C104318,2025-04-11,Refund Request,26.5,3,0
TKT705167,C104318,2025-08-11,Refund Request,14.6,3,0
TKT705168,C104319,2022-03-26,Product Defect,6.4,2,0
TKT705169,C104320,2026-05-07,Product Defect,1.9,2,0
TKT705170,C104320,2026-06-25,Billing Issue,20.3,1,0
TKT705171,C104320,2024-07-21,Delivery Delay,30.6,1,1
TKT705172,C104320,2026-05-17,Account Access,48.8,1,1
TKT705173,C104320,2026-08-05,Return Request,20.3,1,1
TKT705174,C104321,2023-07-30,Refund Request,17.4,3,0
TKT705175,C104323,2026-08-03,General Inquiry,1.4,1,1
TKT705176,C104323,2026-01-05,Account Access,2.3,3,0
TKT705177,C104323,2026-06-22,Technical Support,7.9,2,0
TKT705178,C104325,2026-03-09,Return Request,25.0,2,0
TKT705179,C104325,2024-06-12,Product Defect,27.4,3,0
TKT705180,C104325,2025-09-19,General Inquiry,24.3,3,0
TKT705181,C104326,2026-03-25,Technical Support,31.9,2,0
TKT705182,C104326,2025-08-09,Billing Issue,6.2,2,1
TKT705183,C104327,2026-07-28,Account Access,15.5,2,0
TKT705184,C104327,2026-05-23,Refund Request,31.7,2,0
TKT705185,C104329,2025-04-16,Refund Request,8.6,1,0
TKT705186,C104329,2024-11-24,Delivery Delay,33.0,1,0
TKT705187,C104330,2024-09-07,Return Request,7.2,1,0
TKT705188,C104330,2024-10-15,Refund Request,4.7,1,0
TKT705189,C104330,2023-06-02,Account Access,85.0,1,0
TKT705190,C104331,2026-03-30,Account Access,11.7,4,0
TKT705191,C104331,2025-03-20,Refund Request,6.1,2,0
TKT705192,C104331,2024-04-13,Product Defect,14.3,3,0
TKT705193,C104331,2026-04-21,Delivery Delay,12.0,4,0
TKT705194,C104331,2026-01-21,Delivery Delay,24.3,1,0
TKT705195,C104335,2025-04-02,General Inquiry,37.1,3,0
TKT705196,C104336,2026-02-22,Technical Support,25.7,1,0
TKT705197,C104337,2025-04-15,Product Defect,29.4,3,0
TKT705198,C104338,2024-07-13,Product Defect,26.2,1,0
TKT705199,C104339,2024-03-31,Refund Request,14.6,3,0
TKT705200,C104340,2024-07-06,Refund Request,5.3,3,0
TKT705201,C104340,2026-03-12,Technical Support,4.7,3,1
TKT705202,C104341,2026-02-08,Account Access,7.3,2,0
TKT705203,C104341,2024-11-15,Return Request,5.4,3,0
TKT705204,C104341,2026-01-12,Product Defect,27.4,2,0
TKT705205,C104342,2025-10-25,Delivery Delay,10.0,1,0
TKT705206,C104342,2025-12-06,Refund Request,4.5,2,0
TKT705207,C104343,2025-07-19,Billing Issue,44.9,1,0
TKT705208,C104343,2025-11-17,Account Access,23.5,1,0
TKT705209,C104343,2026-01-24,Delivery Delay,2.8,1,0
TKT705210,C104343,2025-09-21,Refund Request,15.4,1,0
TKT705211,C104343,2025-11-06,General Inquiry,18.8,1,1
TKT705212,C104345,2024-07-02,Technical Support,20.7,2,1
TKT705213,C104347,2025-05-27,Return Request,6.2,2,0
TKT705214,C104347,2024-04-17,Technical Support,4.8,2,0
TKT705215,C104348,2025-10-19,Billing Issue,10.5,1,0
TKT705216,C104350,2024-07-30,Refund Request,3.3,3,0
TKT705217,C104350,2024-01-31,Billing Issue,17.5,3,0
TKT705218,C104351,2026-07-21,General Inquiry,8.6,1,1
TKT705219,C104351,2025-04-17,Billing Issue,11.9,1,0
TKT705220,C104352,2026-04-28,General Inquiry,21.4,3,0
TKT705221,C104352,2023-09-17,Billing Issue,7.6,2,0
TKT705222,C104354,2025-08-04,Billing Issue,23.2,3,0
TKT705223,C104355,2024-09-30,General Inquiry,15.8,4,1
TKT705224,C104355,2022-07-28,Delivery Delay,4.2,1,0
TKT705225,C104355,2022-12-01,Product Defect,37.9,2,0
TKT705226,C104355,2025-08-05,General Inquiry,6.9,1,0
TKT705227,C104356,2022-12-13,Refund Request,17.7,2,0
TKT705228,C104356,2023-09-15,General Inquiry,8.8,1,0
TKT705229,C104356,2025-06-09,Technical Support,11.6,4,0
TKT705230,C104357,2026-07-07,Product Defect,4.0,1,0
TKT705231,C104357,2026-01-24,Billing Issue,50.3,2,1
TKT705232,C104358,2024-11-27,Product Defect,23.4,2,0
TKT705233,C104358,2025-06-05,Account Access,2.9,1,0
TKT705234,C104359,2025-08-04,Return Request,10.6,1,0
TKT705235,C104359,2021-09-23,Product Defect,25.1,1,1
TKT705236,C104359,2023-07-02,Product Defect,18.0,1,0
TKT705237,C104360,2026-06-04,Technical Support,10.6,3,0
TKT705238,C104360,2026-05-07,Return Request,18.7,2,0
TKT705239,C104361,2025-05-15,Delivery Delay,29.5,1,0
TKT705240,C104361,2024-06-14,Product Defect,9.9,3,0
TKT705241,C104361,2024-01-26,Product Defect,23.5,1,0
TKT705242,C104364,2026-07-14,Refund Request,0.9,3,0
TKT705243,C104364,2026-05-03,Product Defect,27.5,3,0
TKT705244,C104366,2022-12-18,Account Access,3.9,3,0
TKT705245,C104366,2022-02-04,Account Access,28.4,1,0
TKT705246,C104367,2025-10-30,Technical Support,10.4,4,0
TKT705247,C104370,2026-05-03,Billing Issue,4.1,3,0
TKT705248,C104370,2026-06-07,Technical Support,5.7,3,0
TKT705249,C104372,2026-03-13,Technical Support,18.4,3,1
TKT705250,C104372,2026-06-26,Technical Support,6.0,3,0
TKT705251,C104373,2023-03-30,Billing Issue,12.2,5,0
TKT705252,C104373,2022-11-26,Billing Issue,5.4,4,0
TKT705253,C104373,2024-04-05,Return Request,13.9,5,0
TKT705254,C104375,2025-04-05,Technical Support,15.3,2,0
TKT705255,C104375,2026-02-01,Delivery Delay,41.7,1,0
TKT705256,C104376,2026-01-09,Delivery Delay,15.8,2,0
TKT705257,C104376,2026-07-12,Refund Request,4.8,1,1
TKT705258,C104377,2023-11-02,Return Request,12.3,3,0
TKT705259,C104378,2024-03-29,Technical Support,14.7,2,0
TKT705260,C104378,2021-10-20,Delivery Delay,5.2,2,0
TKT705261,C104378,2021-10-16,Return Request,29.9,2,0
TKT705262,C104379,2025-07-27,Delivery Delay,49.4,2,0
TKT705263,C104379,2023-05-12,Account Access,4.0,3,0
TKT705264,C104379,2023-12-15,Delivery Delay,13.0,3,0
TKT705265,C104379,2026-06-04,Refund Request,12.9,2,1
TKT705266,C104380,2025-01-09,Technical Support,4.3,2,0
TKT705267,C104380,2025-12-27,Technical Support,10.0,1,0
TKT705268,C104380,2024-10-05,Technical Support,30.4,4,0
TKT705269,C104380,2025-09-29,Billing Issue,6.4,3,0
TKT705270,C104381,2026-06-22,Billing Issue,22.2,2,0
TKT705271,C104381,2026-02-23,General Inquiry,7.2,4,1
TKT705272,C104382,2025-01-25,General Inquiry,9.9,1,0
TKT705273,C104382,2025-03-18,Delivery Delay,33.1,5,0
TKT705274,C104383,2025-05-21,Delivery Delay,9.2,2,0
TKT705275,C104383,2025-05-22,Return Request,15.0,1,0
TKT705276,C104384,2026-04-24,Technical Support,7.3,2,0
TKT705277,C104384,2025-10-25,Technical Support,25.9,3,1
TKT705278,C104384,2026-06-06,General Inquiry,8.5,1,0
TKT705279,C104384,2024-03-28,Return Request,5.1,1,1
TKT705280,C104386,2025-04-29,Return Request,17.5,4,1
TKT705281,C104386,2025-05-16,Billing Issue,6.4,2,0
TKT705282,C104387,2026-05-31,Account Access,13.5,2,1
TKT705283,C104387,2024-04-19,Billing Issue,8.9,4,0
TKT705284,C104389,2025-05-25,Return Request,13.4,2,0
TKT705285,C104390,2024-10-22,General Inquiry,8.6,4,0
TKT705286,C104391,2025-04-02,Return Request,22.8,5,0
TKT705287,C104392,2026-06-04,General Inquiry,29.2,3,0
TKT705288,C104393,2025-10-03,Refund Request,10.0,2,0
TKT705289,C104394,2025-12-30,Delivery Delay,5.8,1,0
TKT705290,C104394,2024-12-11,General Inquiry,5.9,2,0
TKT705291,C104396,2026-04-25,Product Defect,6.0,3,1
TKT705292,C104399,2023-05-07,Return Request,55.8,1,1
TKT705293,C104399,2026-03-31,Account Access,1.3,1,0
TKT705294,C104401,2025-04-01,General Inquiry,8.7,4,0
TKT705295,C104401,2022-12-15,Return Request,6.1,4,0
TKT705296,C104403,2026-03-17,Product Defect,15.5,2,0
TKT705297,C104403,2026-04-01,Account Access,27.9,2,0
TKT705298,C104403,2026-05-27,Technical Support,42.7,1,0
TKT705299,C104403,2025-04-25,Account Access,9.1,1,0
TKT705300,C104403,2025-06-10,Refund Request,22.5,1,0
TKT705301,C104407,2026-06-16,Account Access,10.4,2,0
TKT705302,C104407,2026-05-27,General Inquiry,0.8,3,0
TKT705303,C104407,2026-07-04,Product Defect,10.5,4,0
TKT705304,C104408,2026-06-28,Delivery Delay,27.0,1,0
TKT705305,C104409,2023-09-26,Billing Issue,12.0,1,0
TKT705306,C104409,2022-07-18,Account Access,21.1,1,1
TKT705307,C104409,2024-05-17,Return Request,22.3,1,0
TKT705308,C104411,2025-11-08,Refund Request,20.3,1,0
TKT705309,C104411,2025-01-20,Account Access,8.5,1,0
TKT705310,C104411,2026-04-08,Return Request,9.3,1,0
TKT705311,C104412,2026-06-04,Product Defect,14.3,2,0
TKT705312,C104413,2023-04-13,Delivery Delay,5.8,3,0
TKT705313,C104413,2026-05-20,Billing Issue,9.9,3,0
